path_id,od_id,local_path_id,path_type,origin_customer_id,destination_customer_id,origin_node,destination_node,node_path,arc_path,path_length_km,free_flow_time_h,congested_arc_count,is_ev
1741,593,1,detour_2,Customer_30,Customer_27,47,33,"[47, 14, 46, 33]","[163, 170, 325]",7.115337061895117,0.15511659135918845,0,0
1742,593,2,detour_3,Customer_30,Customer_27,47,33,"[47, 34, 14, 33]","[329, 169, 172]",7.584280414616724,0.15776749460608566,1,0
1743,594,0,shortest,Customer_30,Customer_79,47,33,"[47, 14, 33]","[163, 172]",6.929036736743898,0.14138640265926503,0,0
1744,594,1,detour_2,Customer_30,Customer_79,47,33,"[47, 14, 46, 33]","[163, 170, 325]",7.115337061895117,0.15511659135918845,0,0
1745,594,2,detour_3,Customer_30,Customer_79,47,33,"[47, 34, 14, 33]","[329, 169, 172]",7.584280414616724,0.15776749460608566,1,0
1746,595,0,shortest,Customer_30,Customer_34,47,66,"[47, 1, 66]","[15, 22]",9.505239146557635,0.17282252993741154,0,0
1747,595,1,detour_2,Customer_30,Customer_34,47,66,"[47, 9, 1, 66]","[113, 17, 22]",9.530328921782107,0.18310129232139408,0,0
1748,595,2,detour_3,Customer_30,Customer_34,47,66,"[47, 26, 1, 66]","[263, 13, 22]",9.556043463792964,0.1869796647625337,0,0
1749,596,0,shortest,Customer_30,Customer_73,47,66,"[47, 1, 66]","[15, 22]",9.505239146557635,0.17282252993741154,0,0
1750,596,1,detour_2,Customer_30,Customer_73,47,66,"[47, 9, 1, 66]","[113, 17, 22]",9.530328921782107,0.18310129232139408,0,0
1751,596,2,detour_3,Customer_30,Customer_73,47,66,"[47, 26, 1, 66]","[263, 13, 22]",9.556043463792964,0.1869796647625337,0,0
1752,597,0,shortest,Customer_30,Customer_55,47,48,"[47, 14, 46, 50, 55, 4, 48]","[163, 170, 384, 394, 47, 52]",19.137478015872293,0.3633580622797813,3,0
1753,597,1,avoid_congestion,Customer_30,Customer_55,47,48,"[47, 1, 61, 57, 77, 12, 30, 53, 48]","[15, 10, 429, 426, 145, 148, 300, 389]",30.2769792464158,0.5664627363598889,0,0
1754,597,2,detour_2,Customer_30,Customer_55,47,48,"[47, 34, 14, 46, 50, 55, 4, 48]","[329, 169, 170, 384, 394, 47, 52]",19.79272169374512,0.3797391542266019,4,0
1755,597,3,detour_3,Customer_30,Customer_55,47,48,"[47, 14, 46, 50, 55, 17, 4, 48]","[163, 170, 384, 394, 199, 51, 52]",19.246030848126654,0.3855867200135476,4,0
1756,598,0,shortest,Customer_30,Customer_35,47,8,"[47, 14, 46, 50, 55, 8]","[163, 170, 384, 394, 103]",14.748703525880774,0.2835621624617537,2,0
1757,598,1,detour_2,Customer_30,Customer_35,47,8,"[47, 34, 14, 46, 50, 55, 8]","[329, 169, 170, 384, 394, 103]",15.4039472037536,0.29994325440857433,3,0
1758,598,2,detour_3,Customer_30,Customer_35,47,8,"[47, 14, 46, 50, 74, 8]","[163, 170, 384, 396, 107]",15.583778537990543,0.3140250699980754,2,0
1759,599,0,same_node,Customer_31,Customer_14,17,17,[17],[],0.0,0.0,0,0
1760,600,0,same_node,Customer_31,Customer_29,17,17,[17],[],0.0,0.0,0,0
1761,601,0,shortest,Customer_31,Customer_33,17,4,"[17, 4]",[51],0.47322262348162386,0.011830565587040596,1,0
1762,601,1,detour_2,Customer_31,Customer_33,17,4,"[17, 8, 4]","[97, 43]",3.6489456709242374,0.09122364177310593,2,0
1763,601,2,detour_3,Customer_31,Customer_33,17,4,"[17, 42, 4]","[194, 45]",4.508285929532732,0.11270714823831832,2,0
1764,602,0,shortest,Customer_31,Customer_35,17,8,"[17, 8]",[97],1.6279584438067927,0.040698961095169815,1,0
1765,602,1,detour_2,Customer_31,Customer_35,17,8,"[17, 4, 8]","[51, 42]",2.4942098505990686,0.06235524626497672,2,0
1766,602,2,detour_3,Customer_31,Customer_35,17,8,"[17, 72, 8]","[196, 95]",3.7082713176300715,0.09270678294075178,2,0
1767,603,0,shortest,Customer_31,Customer_41,17,8,"[17, 8]",[97],1.6279584438067927,0.040698961095169815,1,0
1768,603,1,detour_2,Customer_31,Customer_41,17,8,"[17, 4, 8]","[51, 42]",2.4942098505990686,0.06235524626497672,2,0
1769,603,2,detour_3,Customer_31,Customer_41,17,8,"[17, 72, 8]","[196, 95]",3.7082713176300715,0.09270678294075178,2,0
1770,604,0,shortest,Customer_31,Customer_46,17,8,"[17, 8]",[97],1.6279584438067927,0.040698961095169815,1,0
1771,604,1,detour_2,Customer_31,Customer_46,17,8,"[17, 4, 8]","[51, 42]",2.4942098505990686,0.06235524626497672,2,0
1772,604,2,detour_3,Customer_31,Customer_46,17,8,"[17, 72, 8]","[196, 95]",3.7082713176300715,0.09270678294075178,2,0
1773,605,0,shortest,Customer_31,Customer_15,17,72,"[17, 72]",[196],2.472583886686292,0.0618145971671573,1,0
1774,605,1,detour_2,Customer_31,Customer_15,17,72,"[17, 4, 72]","[51, 48]",3.4099600744010043,0.06522579196739296,2,0
1775,605,2,detour_3,Customer_31,Customer_15,17,72,"[17, 8, 72]","[97, 94]",2.863645874750572,0.0715911468687643,2,0
1776,606,0,shortest,Customer_31,Customer_2,17,55,"[17, 55]",[198],2.497506291459137,0.06243765728647842,1,0
1777,606,1,detour_2,Customer_31,Customer_2,17,55,"[17, 4, 55]","[51, 46]",3.335398706168023,0.0638701307267933,2,0
1778,606,2,detour_3,Customer_31,Customer_2,17,55,"[17, 74, 55]","[204, 415]",4.329018994688021,0.08860339842678341,2,0
1779,607,0,shortest,Customer_31,Customer_3,17,74,"[17, 74]",[204],2.8779045445945126,0.052325537174445685,1,0
1780,607,1,detour_2,Customer_31,Customer_3,17,74,"[17, 72, 74]","[196, 460]",3.6926769919834124,0.09231692479958531,2,0
1781,607,2,detour_3,Customer_31,Customer_3,17,74,"[17, 4, 72, 74]","[51, 48, 460]",4.630053179698124,0.09572811959982097,3,0
1782,608,0,shortest,Customer_31,Customer_42,17,74,"[17, 74]",[204],2.8779045445945126,0.052325537174445685,1,0
1783,608,1,detour_2,Customer_31,Customer_42,17,74,"[17, 72, 74]","[196, 460]",3.6926769919834124,0.09231692479958531,2,0
1784,608,2,detour_3,Customer_31,Customer_42,17,74,"[17, 4, 72, 74]","[51, 48, 460]",4.630053179698124,0.09572811959982097,3,0
1785,609,0,shortest,Customer_31,Customer_47,17,74,"[17, 74]",[204],2.8779045445945126,0.052325537174445685,1,0
1786,609,1,detour_2,Customer_31,Customer_47,17,74,"[17, 72, 74]","[196, 460]",3.6926769919834124,0.09231692479958531,2,0
1787,609,2,detour_3,Customer_31,Customer_47,17,74,"[17, 4, 72, 74]","[51, 48, 460]",4.630053179698124,0.09572811959982097,3,0
1788,610,0,shortest,Customer_31,Customer_26,17,31,"[17, 31]",[202],3.069966256036049,0.05581756829156452,1,0
1789,610,1,detour_2,Customer_31,Customer_26,17,31,"[17, 18, 31]","[200, 206]",3.363444982893002,0.06241609250390924,2,0
1790,610,2,detour_3,Customer_31,Customer_26,17,31,"[17, 8, 31]","[97, 92]",3.1997587407073924,0.07999396851768481,2,0
1791,611,0,shortest,Customer_31,Customer_67,17,31,"[17, 31]",[202],3.069966256036049,0.05581756829156452,1,0
1792,611,1,detour_2,Customer_31,Customer_67,17,31,"[17, 18, 31]","[200, 206]",3.363444982893002,0.06241609250390924,2,0
1793,611,2,detour_3,Customer_31,Customer_67,17,31,"[17, 8, 31]","[97, 92]",3.1997587407073924,0.07999396851768481,2,0
1794,612,0,shortest,Customer_31,Customer_55,17,48,"[17, 4, 48]","[51, 52]",4.76385498094279,0.08984206299542545,2,0
1795,612,1,detour_2,Customer_31,Customer_55,17,48,"[17, 42, 48]","[194, 372]",4.562234062671527,0.11405585156678819,2,0
1796,612,2,detour_3,Customer_31,Customer_55,17,48,"[17, 4, 42, 48]","[51, 44, 372]",4.76415876178884,0.119103969044721,3,0
1797,613,0,shortest,Customer_31,Customer_9,17,34,"[17, 55, 50, 46, 14, 34]","[198, 395, 385, 171, 168]",14.265476920496623,0.2903271833509411,2,0
1798,613,1,detour_2,Customer_31,Customer_9,17,34,"[17, 4, 55, 50, 46, 14, 34]","[51, 46, 395, 385, 171, 168]",15.103369335205509,0.291759656791256,3,0
1799,613,2,detour_3,Customer_31,Customer_9,17,34,"[17, 74, 50, 46, 14, 34]","[204, 397, 385, 171, 168]",16.003957729530015,0.3049074733461451,2,0
1800,614,0,shortest,Customer_31,Customer_30,17,47,"[17, 55, 50, 46, 14, 47]","[198, 395, 385, 171, 162]",14.482175867183862,0.29574465701812214,2,0
1801,614,1,detour_2,Customer_31,Customer_30,17,47,"[17, 4, 55, 50, 46, 14, 47]","[51, 46, 395, 385, 171, 162]",15.320068281892748,0.297177130458437,3,0
1802,614,2,detour_3,Customer_31,Customer_30,17,47,"[17, 74, 50, 46, 14, 47]","[204, 397, 385, 171, 162]",16.220656676217256,0.3103249470133261,2,0
1803,615,0,shortest,Customer_31,Customer_60,17,47,"[17, 55, 50, 46, 14, 47]","[198, 395, 385, 171, 162]",14.482175867183862,0.29574465701812214,2,0
1804,615,1,detour_2,Customer_31,Customer_60,17,47,"[17, 4, 55, 50, 46, 14, 47]","[51, 46, 395, 385, 171, 162]",15.320068281892748,0.297177130458437,3,0
1805,615,2,detour_3,Customer_31,Customer_60,17,47,"[17, 74, 50, 46, 14, 47]","[204, 397, 385, 171, 162]",16.220656676217256,0.3103249470133261,2,0
1806,616,0,shortest,Customer_31,Customer_65,17,47,"[17, 55, 50, 46, 14, 47]","[198, 395, 385, 171, 162]",14.482175867183862,0.29574465701812214,2,0
1807,616,1,detour_2,Customer_31,Customer_65,17,47,"[17, 4, 55, 50, 46, 14, 47]","[51, 46, 395, 385, 171, 162]",15.320068281892748,0.297177130458437,3,0
1808,616,2,detour_3,Customer_31,Customer_65,17,47,"[17, 74, 50, 46, 14, 47]","[204, 397, 385, 171, 162]",16.220656676217256,0.3103249470133261,2,0
1809,617,0,shortest,Customer_31,Customer_54,17,69,"[17, 31, 69]","[202, 310]",6.5171940183012795,0.1184944366963869,2,0
1810,617,1,detour_2,Customer_31,Customer_54,17,69,"[17, 18, 69]","[200, 214]",6.636801071767961,0.1206691103957811,2,0
1811,617,2,detour_3,Customer_31,Customer_54,17,69,"[17, 31, 18, 69]","[202, 207, 214]",6.713669570628374,0.12332926682637055,3,0
1812,618,0,shortest,Customer_31,Customer_38,17,14,"[17, 55, 50, 46, 14]","[198, 395, 385, 171]",12.222934775142054,0.2392636297170769,2,0
1813,618,1,detour_2,Customer_31,Customer_38,17,14,"[17, 4, 55, 50, 46, 14]","[51, 46, 395, 385, 171]",13.06082718985094,0.2406961031573918,3,0
1814,618,2,detour_3,Customer_31,Customer_38,17,14,"[17, 74, 50, 46, 14]","[204, 397, 385, 171]",13.961415584175448,0.2538439197122809,2,0
1815,619,0,same_node,Customer_32,Customer_49,46,46,[46],[],0.0,0.0,0,0
1816,620,0,shortest,Customer_32,Customer_27,46,33,"[46, 33]",[325],1.5169601422521861,0.03792400355630465,0,0
1817,620,1,detour_2,Customer_32,Customer_27,46,33,"[46, 10, 33]","[125, 126]",6.005187564696085,0.10918522844901972,0,0
1818,620,2,detour_3,Customer_32,Customer_27,46,33,"[46, 43, 33]","[377, 321]",7.663272768536478,0.13933223215520868,0,0
1819,621,0,shortest,Customer_32,Customer_79,46,33,"[46, 33]",[325],1.5169601422521861,0.03792400355630465,0,0
1820,621,1,detour_2,Customer_32,Customer_79,46,33,"[46, 10, 33]","[125, 126]",6.005187564696085,0.10918522844901972,0,0
1821,621,2,detour_3,Customer_32,Customer_79,46,33,"[46, 43, 33]","[377, 321]",7.663272768536478,0.13933223215520868,0,0
1822,622,0,shortest,Customer_32,Customer_51,46,10,"[46, 10]",[125],2.9737855300055998,0.054068827818283635,0,0
1823,622,1,detour_2,Customer_32,Customer_51,46,10,"[46, 33, 10]","[325, 127]",4.548362176942671,0.09304040418704074,0,0
1824,622,2,detour_3,Customer_32,Customer_51,46,10,"[46, 50, 10]","[384, 121]",6.840486519764978,0.12437248217754505,0,0
1825,623,0,shortest,Customer_32,Customer_38,46,14,"[46, 14]",[171],3.3391358276011216,0.060711560501838575,0,0
1826,623,1,detour_2,Customer_32,Customer_38,46,14,"[46, 33, 14]","[325, 173]",6.186755786954276,0.12282937891452446,0,0
1827,623,2,detour_3,Customer_32,Customer_38,46,14,"[46, 10, 33, 14]","[125, 126, 173]",10.674983209398174,0.19409060380723953,0,0
1828,624,0,shortest,Customer_32,Customer_52,46,43,"[46, 43]",[377],4.417849853099555,0.08032454278362827,0,0
1829,624,1,detour_2,Customer_32,Customer_52,46,43,"[46, 33, 43]","[325, 320]",4.762383057689108,0.09693169292788506,0,0
1830,624,2,detour_3,Customer_32,Customer_52,46,43,"[46, 10, 43]","[125, 130]",6.092848061337399,0.11077905566068,0,0
1831,625,0,shortest,Customer_32,Customer_58,46,43,"[46, 43]",[377],4.417849853099555,0.08032454278362827,0,0
1832,625,1,detour_2,Customer_32,Customer_58,46,43,"[46, 33, 43]","[325, 320]",4.762383057689108,0.09693169292788506,0,0
1833,625,2,detour_3,Customer_32,Customer_58,46,43,"[46, 10, 43]","[125, 130]",6.092848061337399,0.11077905566068,0,0
1834,626,0,shortest,Customer_32,Customer_9,46,34,"[46, 14, 34]","[171, 168]",5.381677972955689,0.11177511413570278,0,0
1835,626,1,detour_2,Customer_32,Customer_9,46,34,"[46, 14, 47, 34]","[171, 162, 329]",6.470319544202997,0.13899115341688545,1,0
1836,626,2,detour_3,Customer_32,Customer_9,46,34,"[46, 14, 26, 34]","[171, 164, 266]",9.318958894897934,0.1694356162708715,0,0
1837,627,0,shortest,Customer_32,Customer_21,46,67,"[46, 33, 67]","[325, 322]",5.1651259894699,0.10425429168753582,0,0
1838,627,1,detour_2,Customer_32,Customer_21,46,67,"[46, 43, 67]","[377, 374]",5.629346797224775,0.11061196638675877,0,0
1839,627,2,detour_3,Customer_32,Customer_21,46,67,"[46, 33, 43, 67]","[325, 320, 374]",5.973880001814328,0.12721911653101556,0,0
1840,628,0,shortest,Customer_32,Customer_22,46,67,"[46, 33, 67]","[325, 322]",5.1651259894699,0.10425429168753582,0,0
1841,628,1,detour_2,Customer_32,Customer_22,46,67,"[46, 43, 67]","[377, 374]",5.629346797224775,0.11061196638675877,0,0
1842,628,2,detour_3,Customer_32,Customer_22,46,67,"[46, 33, 43, 67]","[325, 320, 374]",5.973880001814328,0.12721911653101556,0,0
1843,629,0,shortest,Customer_32,Customer_71,46,32,"[46, 10, 32]","[125, 118]",5.58447046238596,0.10153582658883564,0,0
1844,629,1,detour_2,Customer_32,Customer_71,46,32,"[46, 50, 32]","[384, 319]",6.839635933974372,0.12435701698135222,1,0
1845,629,2,detour_3,Customer_32,Customer_71,46,32,"[46, 33, 10, 32]","[325, 127, 118]",7.159047109323032,0.14050740295759273,0,0
1846,630,0,shortest,Customer_32,Customer_30,46,47,"[46, 14, 47]","[171, 162]",5.598376919642931,0.1171925878028838,0,0
1847,630,1,detour_2,Customer_32,Customer_30,46,47,"[46, 14, 34, 47]","[171, 168, 328]",6.253620597515756,0.13357367974970444,1,0
1848,630,2,detour_3,Customer_32,Customer_30,46,47,"[46, 14, 65, 47]","[171, 166, 387]",8.57604220246983,0.1661119308652714,0,0
1849,631,0,shortest,Customer_32,Customer_60,46,47,"[46, 14, 47]","[171, 162]",5.598376919642931,0.1171925878028838,0,0
1850,631,1,detour_2,Customer_32,Customer_60,46,47,"[46, 14, 34, 47]","[171, 168, 328]",6.253620597515756,0.13357367974970444,1,0
1851,631,2,detour_3,Customer_32,Customer_60,46,47,"[46, 14, 65, 47]","[171, 166, 387]",8.57604220246983,0.1661119308652714,0,0
1852,632,0,shortest,Customer_32,Customer_65,46,47,"[46, 14, 47]","[171, 162]",5.598376919642931,0.1171925878028838,0,0
1853,632,1,detour_2,Customer_32,Customer_65,46,47,"[46, 14, 34, 47]","[171, 168, 328]",6.253620597515756,0.13357367974970444,1,0
1854,632,2,detour_3,Customer_32,Customer_65,46,47,"[46, 14, 65, 47]","[171, 166, 387]",8.57604220246983,0.1661119308652714,0,0
1855,633,0,shortest,Customer_32,Customer_2,46,55,"[46, 50, 55]","[384, 394]",6.386292656081796,0.11611441192875993,1,0
1856,633,1,detour_2,Customer_32,Customer_2,46,55,"[46, 10, 50, 55]","[125, 120, 394]",8.636250792763276,0.15702274168660502,1,0
1857,633,2,detour_3,Customer_32,Customer_2,46,55,"[46, 50, 74, 55]","[384, 396, 415]",9.195489662073323,0.17708468328833435,2,0
1858,634,0,shortest,Customer_32,Customer_17,46,38,"[46, 43, 38]","[377, 351]",6.932359012554782,0.12604289113735967,0,0
1859,634,1,detour_2,Customer_32,Customer_17,46,38,"[46, 10, 38]","[125, 128]",6.93378985477965,0.1260689064505391,0,0
1860,634,2,detour_3,Customer_32,Customer_17,46,38,"[46, 33, 43, 38]","[325, 320, 351]",7.276892217144336,0.14265004128161646,0,0
1861,635,0,shortest,Customer_32,Customer_74,46,38,"[46, 43, 38]","[377, 351]",6.932359012554782,0.12604289113735967,0,0
1862,635,1,detour_2,Customer_32,Customer_74,46,38,"[46, 10, 38]","[125, 128]",6.93378985477965,0.1260689064505391,0,0
1863,635,2,detour_3,Customer_32,Customer_74,46,38,"[46, 33, 43, 38]","[325, 320, 351]",7.276892217144336,0.14265004128161646,0,0
1864,636,0,shortest,Customer_32,Customer_50,46,26,"[46, 14, 26]","[171, 164]",6.531822898356477,0.11876041633375412,0,0
1865,636,1,detour_2,Customer_32,Customer_50,46,26,"[46, 14, 34, 26]","[171, 168, 267]",8.168813969497146,0.16245031407282018,0,0
1866,636,2,detour_3,Customer_32,Customer_50,46,26,"[46, 14, 47, 26]","[171, 162, 263]",7.53927851469997,0.1657151276793098,0,0
1867,637,0,shortest,Customer_32,Customer_69,46,9,"[46, 14, 26, 9]","[171, 164, 109]",7.687189248958811,0.14764457509881246,0,0
1868,637,1,detour_2,Customer_32,Customer_69,46,9,"[46, 14, 47, 9]","[171, 162, 113]",8.667932679344453,0.17300269252472966,0,0
1869,637,2,detour_3,Customer_32,Customer_69,46,9,"[46, 14, 34, 9]","[171, 168, 111]",9.27081386868914,0.182486675876311,0,0
1870,638,0,shortest,Customer_32,Customer_33,46,4,"[46, 50, 55, 4]","[384, 394, 47]",9.248468738768196,0.16815397706851265,2,0
1871,638,1,detour_2,Customer_32,Customer_33,46,4,"[46, 50, 55, 17, 4]","[384, 394, 199, 51]",9.357021571022557,0.19038263480227896,3,0
1872,638,2,detour_3,Customer_32,Customer_33,46,4,"[46, 50, 74, 17, 4]","[384, 396, 205, 51]",11.09550238005595,0.2049629247974829,3,0
1873,639,0,shortest,Customer_33,Customer_14,4,17,"[4, 17]",[50],0.47322262348162386,0.011830565587040596,1,0
1874,639,1,detour_2,Customer_33,Customer_14,4,17,"[4, 8, 17]","[42, 96]",3.6489456709242374,0.09122364177310593,2,0
1875,639,2,detour_3,Customer_33,Customer_14,4,17,"[4, 42, 17]","[44, 195]",4.508285929532732,0.11270714823831832,2,0
1876,640,0,shortest,Customer_33,Customer_29,4,17,"[4, 17]",[50],0.47322262348162386,0.011830565587040596,1,0
1877,640,1,detour_2,Customer_33,Customer_29,4,17,"[4, 8, 17]","[42, 96]",3.6489456709242374,0.09122364177310593,2,0
1878,640,2,detour_3,Customer_33,Customer_29,4,17,"[4, 42, 17]","[44, 195]",4.508285929532732,0.11270714823831832,2,0
1879,641,0,shortest,Customer_33,Customer_31,4,17,"[4, 17]",[50],0.47322262348162386,0.011830565587040596,1,0
1880,641,1,detour_2,Customer_33,Customer_31,4,17,"[4, 8, 17]","[42, 96]",3.6489456709242374,0.09122364177310593,2,0
1881,641,2,detour_3,Customer_33,Customer_31,4,17,"[4, 42, 17]","[44, 195]",4.508285929532732,0.11270714823831832,2,0
1882,642,0,shortest,Customer_33,Customer_35,4,8,"[4, 8]",[42],2.0209872271174447,0.05052468067793612,1,0
1883,642,1,detour_2,Customer_33,Customer_35,4,8,"[4, 17, 8]","[50, 97]",2.1011810672884166,0.05252952668221041,2,0
1884,642,2,detour_3,Customer_33,Customer_35,4,8,"[4, 72, 8]","[48, 95]",4.17242488186316,0.08428741215394686,2,0
1885,643,0,shortest,Customer_33,Customer_41,4,8,"[4, 8]",[42],2.0209872271174447,0.05052468067793612,1,0
1886,643,1,detour_2,Customer_33,Customer_41,4,8,"[4, 17, 8]","[50, 97]",2.1011810672884166,0.05252952668221041,2,0
1887,643,2,detour_3,Customer_33,Customer_41,4,8,"[4, 72, 8]","[48, 95]",4.17242488186316,0.08428741215394686,2,0
1888,644,0,shortest,Customer_33,Customer_46,4,8,"[4, 8]",[42],2.0209872271174447,0.05052468067793612,1,0
1889,644,1,detour_2,Customer_33,Customer_46,4,8,"[4, 17, 8]","[50, 97]",2.1011810672884166,0.05252952668221041,2,0
1890,644,2,detour_3,Customer_33,Customer_46,4,8,"[4, 72, 8]","[48, 95]",4.17242488186316,0.08428741215394686,2,0
1891,645,0,shortest,Customer_33,Customer_2,4,55,"[4, 55]",[46],2.862176082686399,0.052039565139752705,1,0
1892,645,1,detour_2,Customer_33,Customer_2,4,55,"[4, 17, 55]","[50, 198]",2.9707289149407607,0.07426822287351902,2,0
1893,645,2,detour_3,Customer_33,Customer_2,4,55,"[4, 17, 74, 55]","[50, 204, 415]",4.802241618169646,0.10043396401382401,3,0
1894,646,0,shortest,Customer_33,Customer_15,4,72,"[4, 72]",[48],2.9367374509193804,0.05339522638035237,1,0
1895,646,1,detour_2,Customer_33,Customer_15,4,72,"[4, 17, 72]","[50, 196]",2.945806510167916,0.0736451627541979,2,0
1896,646,2,detour_3,Customer_33,Customer_15,4,72,"[4, 8, 72]","[42, 94]",3.256674658061224,0.0814168664515306,2,0
1897,647,0,shortest,Customer_33,Customer_3,4,74,"[4, 17, 74]","[50, 204]",3.3511271680761365,0.06415610276148628,2,0
1898,647,1,detour_2,Customer_33,Customer_3,4,74,"[4, 72, 74]","[48, 460]",4.156830556216501,0.08389755401278037,2,0
1899,647,2,detour_3,Customer_33,Customer_3,4,74,"[4, 55, 74]","[46, 414]",4.313290532779908,0.08831742639209042,2,0
1900,648,0,shortest,Customer_33,Customer_42,4,74,"[4, 17, 74]","[50, 204]",3.3511271680761365,0.06415610276148628,2,0
1901,648,1,detour_2,Customer_33,Customer_42,4,74,"[4, 72, 74]","[48, 460]",4.156830556216501,0.08389755401278037,2,0
1902,648,2,detour_3,Customer_33,Customer_42,4,74,"[4, 55, 74]","[46, 414]",4.313290532779908,0.08831742639209042,2,0
1903,649,0,shortest,Customer_33,Customer_47,4,74,"[4, 17, 74]","[50, 204]",3.3511271680761365,0.06415610276148628,2,0
1904,649,1,detour_2,Customer_33,Customer_47,4,74,"[4, 72, 74]","[48, 460]",4.156830556216501,0.08389755401278037,2,0
1905,649,2,detour_3,Customer_33,Customer_47,4,74,"[4, 55, 74]","[46, 414]",4.313290532779908,0.08831742639209042,2,0
1906,650,0,shortest,Customer_33,Customer_26,4,31,"[4, 17, 31]","[50, 202]",3.5431888795176727,0.06764813387860512,2,0
1907,650,1,detour_2,Customer_33,Customer_26,4,31,"[4, 17, 18, 31]","[50, 200, 206]",3.836667606374626,0.07424665809094982,3,0
1908,650,2,detour_3,Customer_33,Customer_26,4,31,"[4, 8, 31]","[42, 92]",3.5927875240180445,0.08981968810045111,2,0
1909,651,0,shortest,Customer_33,Customer_67,4,31,"[4, 17, 31]","[50, 202]",3.5431888795176727,0.06764813387860512,2,0
1910,651,1,detour_2,Customer_33,Customer_67,4,31,"[4, 17, 18, 31]","[50, 200, 206]",3.836667606374626,0.07424665809094982,3,0
1911,651,2,detour_3,Customer_33,Customer_67,4,31,"[4, 8, 31]","[42, 92]",3.5927875240180445,0.08981968810045111,2,0
1912,652,0,shortest,Customer_33,Customer_55,4,48,"[4, 48]",[52],4.290632357461167,0.07801149740838485,1,0
1913,652,1,detour_2,Customer_33,Customer_55,4,48,"[4, 42, 48]","[44, 372]",4.290936138307216,0.1072734034576804,2,0
1914,652,2,detour_3,Customer_33,Customer_55,4,48,"[4, 17, 42, 48]","[50, 194, 372]",5.035456686153151,0.12588641715382876,3,0
1915,653,0,shortest,Customer_33,Customer_9,4,34,"[4, 55, 50, 46, 14, 34]","[46, 395, 385, 171, 168]",14.630146711723883,0.2799290912042154,2,0
1916,653,1,detour_2,Customer_33,Customer_9,4,34,"[4, 17, 55, 50, 46, 14, 34]","[50, 198, 395, 385, 171, 168]",14.738699543978248,0.30215774893798175,3,0
1917,653,2,detour_3,Customer_33,Customer_9,4,34,"[4, 55, 50, 46, 14, 47, 34]","[46, 395, 385, 171, 162, 329]",15.71878828297119,0.3071451304853981,3,0
1918,654,0,shortest,Customer_33,Customer_30,4,47,"[4, 55, 50, 46, 14, 47]","[46, 395, 385, 171, 162]",14.846845658411123,0.2853465648713964,2,0
1919,654,1,detour_2,Customer_33,Customer_30,4,47,"[4, 55, 50, 46, 14, 34, 47]","[46, 395, 385, 171, 168, 328]",15.50208933628395,0.30172765681821706,3,0
1920,654,2,detour_3,Customer_33,Customer_30,4,47,"[4, 17, 55, 50, 46, 14, 47]","[50, 198, 395, 385, 171, 162]",14.955398490665488,0.30757522260516273,3,0
1921,655,0,shortest,Customer_33,Customer_60,4,47,"[4, 55, 50, 46, 14, 47]","[46, 395, 385, 171, 162]",14.846845658411123,0.2853465648713964,2,0
1922,655,1,detour_2,Customer_33,Customer_60,4,47,"[4, 55, 50, 46, 14, 34, 47]","[46, 395, 385, 171, 168, 328]",15.50208933628395,0.30172765681821706,3,0
1923,655,2,detour_3,Customer_33,Customer_60,4,47,"[4, 17, 55, 50, 46, 14, 47]","[50, 198, 395, 385, 171, 162]",14.955398490665488,0.30757522260516273,3,0
1924,656,0,shortest,Customer_33,Customer_65,4,47,"[4, 55, 50, 46, 14, 47]","[46, 395, 385, 171, 162]",14.846845658411123,0.2853465648713964,2,0
1925,656,1,detour_2,Customer_33,Customer_65,4,47,"[4, 55, 50, 46, 14, 34, 47]","[46, 395, 385, 171, 168, 328]",15.50208933628395,0.30172765681821706,3,0
1926,656,2,detour_3,Customer_33,Customer_65,4,47,"[4, 17, 55, 50, 46, 14, 47]","[50, 198, 395, 385, 171, 162]",14.955398490665488,0.30757522260516273,3,0
1927,657,0,shortest,Customer_33,Customer_38,4,14,"[4, 55, 50, 46, 14]","[46, 395, 385, 171]",12.587604566369315,0.2288655375703512,2,0
1928,657,1,detour_2,Customer_33,Customer_38,4,14,"[4, 17, 55, 50, 46, 14]","[50, 198, 395, 385, 171]",12.69615739862368,0.25109419530411753,3,0
1929,657,2,detour_3,Customer_33,Customer_38,4,14,"[4, 17, 74, 50, 46, 14]","[50, 204, 397, 385, 171]",14.434638207657073,0.2656744852993215,3,0
1930,658,0,shortest,Customer_33,Customer_54,4,69,"[4, 72, 69]","[48, 459]",6.965450961011648,0.12664456292748452,2,0
1931,658,1,detour_2,Customer_33,Customer_54,4,69,"[4, 17, 31, 69]","[50, 202, 310]",6.990416641782904,0.1303250022834275,3,0
1932,658,2,detour_3,Customer_33,Customer_54,4,69,"[4, 17, 18, 69]","[50, 200, 214]",7.110023695249584,0.1324996759828217,3,0
1933,659,0,same_node,Customer_34,Customer_73,66,66,[66],[],0.0,0.0,0,0
1934,660,0,shortest,Customer_34,Customer_18,66,57,"[66, 57]",[431],1.7622913259291795,0.04405728314822949,0,0
1935,660,1,detour_2,Customer_34,Customer_18,66,57,"[66, 16, 57]","[187, 184]",2.1741443742238213,0.05435360935559553,0,0
1936,660,2,detour_3,Customer_34,Customer_18,66,57,"[66, 61, 57]","[447, 429]",5.48492770042669,0.11467975441929233,0,0
