arc_id,from_node,to_node,length_km,t0_h,capacity_veh_h,alpha,beta,free_speed_kmh,edge_kind,road_class,is_congested,congestion_time_penalty,flow_veh_h,bpr_time_h
201,18,17,3.178271370034319,0.05778675218244216,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,15.999999999999998,0.057786770438302916
202,17,31,3.069966256036049,0.05581756829156452,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,26.666666666666668,0.055817704354532136
203,31,17,3.069966256036049,0.05581756829156452,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,26.666666666666664,0.055817704354532136
204,17,74,2.8779045445945126,0.052325537174445685,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,167.33333333333331,0.052523296805268786
205,74,17,2.8779045445945126,0.052325537174445685,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,167.33333333333331,0.052523296805268786
206,18,31,0.18517361285868306,0.004629340321467076,210.0,0.15,4.0,40.0,knn,local,True,3.0,443.33333333333326,0.018422213207473257
207,31,18,0.18517361285868306,0.004629340321467076,210.0,0.15,4.0,40.0,knn,local,True,3.0,443.33333333333314,0.018422213207473247
208,18,72,2.2507917582331256,0.05626979395582814,210.0,0.15,4.0,40.0,knn,local,True,3.0,12.0,0.056269883950000904
209,72,18,2.2507917582331256,0.05626979395582814,210.0,0.15,4.0,40.0,knn,local,True,3.0,12.0,0.056269883950000904
210,18,42,3.3608010787633535,0.0611054741593337,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,63.33333333333333,0.06111021334366343
211,42,18,3.3608010787633535,0.0611054741593337,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,63.333333333333314,0.06111021334366343
212,18,48,4.502013771796027,0.08185479585083685,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,451.33333333333326,0.09822778091592717
213,48,18,4.502013771796027,0.08185479585083685,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,451.33333333333337,0.09822778091592718
214,18,69,3.458529701733642,0.06288235821333894,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,192.0,0.06329429239688274
215,69,18,3.458529701733642,0.06288235821333894,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,192.0,0.06329429239688274
216,19,54,3.422419028426808,0.06222580051685106,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,222.66666666666677,0.06223686567430724
217,54,19,3.422419028426808,0.06222580051685106,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,222.66666666666663,0.06223686567430724
218,19,64,3.791578288244652,0.06893778705899367,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,329.33333333333326,0.06899645034315477
219,64,19,3.791578288244652,0.06893778705899367,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,329.3333333333333,0.06899645034315477
220,19,77,3.489061186436827,0.06343747611703321,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,486.66666666666646,0.06369489391755952
221,77,19,3.489061186436827,0.06343747611703321,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,486.66666666666663,0.06369489391755952
222,19,29,4.26841673479197,0.07760757699621763,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,121.33333333333331,0.07760879371696884
223,29,19,4.26841673479197,0.07760757699621763,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,121.33333333333339,0.07760879371696884
224,20,79,5.121556806743495,0.09311921466806354,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,249.33333333333317,0.09314524783193188
225,79,20,5.121556806743495,0.09311921466806354,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,249.33333333333331,0.09314524783193188
226,20,24,3.7151185254186614,0.06754760955306657,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,184.6666666666667,0.06755329193340875
227,24,20,3.7151185254186614,0.06754760955306657,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,184.66666666666666,0.06755329193340875
228,21,67,6.174549737953598,0.11226454069006542,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.11226454069006542
229,67,21,6.174549737953598,0.11226454069006542,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.11226454069006542
230,21,33,6.514964649138105,0.11845390271160192,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.11845390271160192
231,33,21,6.514964649138105,0.11845390271160192,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.11845390271160192
232,21,43,7.142777784817519,0.12986868699668216,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.12986868699668216
233,43,21,7.142777784817519,0.12986868699668216,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.12986868699668216
234,21,46,7.737354892850496,0.14067917987000902,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.14067917987000902
235,46,21,7.737354892850496,0.14067917987000902,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.14067917987000902
236,21,71,8.600711486458836,0.15637657248106976,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.15637657248106976
237,71,21,8.600711486458836,0.15637657248106976,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.15637657248106976
238,22,69,4.6897081147866055,0.08526742026884737,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,949.3333333333333,0.09027726561747404
239,69,22,4.6897081147866055,0.08526742026884737,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,949.3333333333334,0.09027726561747404
240,22,44,3.5102480612337645,0.06382269202243208,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,413.33333333333337,0.06395744647227032
241,44,22,3.5102480612337645,0.06382269202243208,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,413.3333333333334,0.06395744647227032
242,22,41,5.368121624922773,0.09760221136223222,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,282.66666666666663,0.09764728517772006
243,41,22,5.368121624922773,0.09760221136223222,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,282.66666666666663,0.09764728517772006
244,22,68,5.422004885830109,0.0985819070150929,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,439.99999999999994,0.09884919177446475
245,68,22,5.422004885830109,0.0985819070150929,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,440.00000000000006,0.09884919177446475
246,23,41,12.801236556887847,0.23274975557977903,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.23274975557977903
247,41,23,12.801236556887847,0.23274975557977903,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.23274975557977903
248,23,51,13.988418815049288,0.2543348875463507,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.2543348875463507
249,51,23,13.988418815049288,0.2543348875463507,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.2543348875463507
250,24,52,4.540569279445613,0.08255580508082933,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,296.66666666666663,0.08260206329894285
251,52,24,4.540569279445613,0.08255580508082933,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,296.66666666666663,0.08260206329894285
252,24,75,37.7363149498747,0.5805586915365339,525.0,0.15,4.0,65.0,shortcut,shortcut,True,3.0,86.0,0.580621395353969
253,75,24,37.7363149498747,0.5805586915365339,525.0,0.15,4.0,65.0,shortcut,shortcut,True,3.0,86.0,0.580621395353969
254,25,49,5.123888878960269,0.0931616159810958,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,99.99999999999997,0.09316228989324844
255,49,25,5.123888878960269,0.0931616159810958,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,100.0,0.09316228989324844
256,25,35,2.1335523590048266,0.053338808975120666,600.0,0.15,4.0,40.0,knn,local,False,1.0,13.333333333333332,0.053338810926243076
257,35,25,2.1335523590048266,0.053338808975120666,600.0,0.15,4.0,40.0,knn,local,False,1.0,13.333333333333332,0.053338810926243076
258,25,70,6.705463651404541,0.12191752093462802,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.12191752093462802
259,70,25,6.705463651404541,0.12191752093462802,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.12191752093462802
260,25,75,7.645021642830519,0.13900039350600943,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,37.33333333333333,0.1390004130390286
261,75,25,7.645021642830519,0.13900039350600943,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,37.33333333333333,0.1390004130390286
262,26,47,1.9409015950570396,0.04852253987642599,600.0,0.15,4.0,40.0,knn,local,False,1.0,21.333333333333332,0.048522551508700974
263,47,26,1.9409015950570396,0.04852253987642599,600.0,0.15,4.0,40.0,knn,local,False,1.0,21.333333333333332,0.048522551508700974
264,26,65,2.073208024754222,0.05183020061885555,600.0,0.15,4.0,40.0,knn,local,False,1.0,96.0,0.05183529573489719
265,65,26,2.073208024754222,0.05183020061885555,600.0,0.15,4.0,40.0,knn,local,False,1.0,96.00000000000003,0.05183529573489719
266,26,34,2.787135996541456,0.05067519993711739,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,146.0,0.05067686554653931
267,34,26,2.787135996541456,0.05067519993711739,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,146.00000000000003,0.05067686554653931
268,26,40,5.858991512642641,0.10652711841168439,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,515.9999999999999,0.10707341094011387
269,40,26,5.858991512642641,0.10652711841168439,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,516.0000000000001,0.10707341094011387
270,27,59,4.7022268957312106,0.0854950344678402,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,219.3333333333333,0.08550934730473413
271,59,27,4.7022268957312106,0.0854950344678402,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,219.33333333333331,0.08550934730473413
272,27,28,3.073809230221697,0.0558874405494854,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,798.666666666667,0.057532352787568665
273,28,27,3.073809230221697,0.0558874405494854,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,798.6666666666666,0.05753235278756865
274,27,69,4.381425910888184,0.07966228928887607,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,619.3333333333333,0.08051013509715886
275,69,27,4.381425910888184,0.07966228928887607,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,619.3333333333333,0.08051013509715886
276,27,68,4.823269155390392,0.08769580282527985,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,658.6666666666665,0.088889812443598
277,68,27,4.823269155390392,0.08769580282527985,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,658.666666666666,0.088889812443598
278,27,74,6.403611617492714,0.11642930213623115,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,183.99999999999994,0.1170726230703181
279,74,27,6.403611617492714,0.11642930213623115,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,184.0,0.1170726230703181
280,27,51,10.490529334699412,0.19073689699453475,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.19073689699453475
281,51,27,10.490529334699412,0.19073689699453475,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.19073689699453475
282,28,59,3.3235284611987477,0.06042779020361359,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,134.66666666666669,0.060523591470386974
283,59,28,3.3235284611987477,0.06042779020361359,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,134.66666666666666,0.060523591470386974
284,28,74,4.719988160335938,0.08581796655156251,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,49.99999999999999,0.085820552097954
285,74,28,4.719988160335938,0.08581796655156251,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,50.0,0.085820552097954
286,28,72,5.390198841865636,0.09800361530664792,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,36.0,0.09800440880530747
287,72,28,5.390198841865636,0.09800361530664792,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,36.0,0.09800440880530747
288,28,32,5.418853100949386,0.09852460183544338,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,629.3333333333334,0.09964258150060025
289,32,28,5.418853100949386,0.09852460183544338,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,629.3333333333333,0.09964258150060025
290,28,49,6.403141589125888,0.11642075616592525,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,368.66666666666663,0.11657632843267862
291,49,28,6.403141589125888,0.11642075616592525,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,368.6666666666665,0.11657632843267862
292,29,39,3.7840501627053573,0.06880091204918831,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,47.999999999999986,0.06880093846873854
293,39,29,3.7840501627053573,0.06880091204918831,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,48.0,0.06880093846873854
294,29,64,5.362043515084591,0.09749170027426529,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,176.66666666666663,0.09749857020532696
295,64,29,5.362043515084591,0.09749170027426529,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,176.66666666666666,0.09749857020532696
296,29,54,4.824592736377637,0.08771986793413886,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,126.00000000000006,0.0877214672948547
297,54,29,4.824592736377637,0.08771986793413886,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,125.99999999999999,0.0877214672948547
298,30,60,1.3343241419294893,0.03335810354823723,600.0,0.15,4.0,40.0,knn,local,False,1.0,21.333333333333332,0.033358111545152364
299,60,30,1.3343241419294893,0.03335810354823723,600.0,0.15,4.0,40.0,knn,local,False,1.0,21.333333333333332,0.033358111545152364
300,30,53,2.342590009008247,0.05856475022520617,600.0,0.15,4.0,40.0,knn,local,False,1.0,660.6666666666665,0.07147849309103604
301,53,30,2.342590009008247,0.05856475022520617,600.0,0.15,4.0,40.0,knn,local,False,1.0,660.6666666666667,0.07147849309103606
302,30,64,4.189136807075468,0.07616612376500852,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,988.6666666666666,0.08143026698952598
303,64,30,4.189136807075468,0.07616612376500852,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,988.6666666666667,0.08143026698952598
304,30,63,4.250790926604253,0.07728710775644097,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1224.666666666667,0.08986317698121951
305,63,30,4.250790926604253,0.07728710775644097,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1224.666666666667,0.08986317698121951
306,31,72,2.0657533163466386,0.05164383290866596,210.0,0.15,4.0,40.0,knn,local,True,3.0,12.0,0.05164391550438374
307,72,31,2.0657533163466386,0.05164383290866596,210.0,0.15,4.0,40.0,knn,local,True,3.0,12.0,0.05164391550438374
308,31,74,3.2857050776793733,0.05974009232144315,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,210.66666666666669,0.060307301540706244
309,74,31,3.2857050776793733,0.05974009232144315,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,210.66666666666666,0.060307301540706244
310,31,69,3.4472277622652308,0.06267686840482238,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,172.66666666666666,0.06294542474310873
311,69,31,3.4472277622652308,0.06267686840482238,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,172.66666666666666,0.06294542474310873
312,32,38,4.56163189651993,0.08293876175490782,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,852.6666666666667,0.08611008830746002
313,38,32,4.56163189651993,0.08293876175490782,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,852.6666666666665,0.08611008830746
314,32,76,1.2628306720044167,0.031570766800110416,600.0,0.15,4.0,40.0,knn,local,False,1.0,146.0,0.03158736965648346
315,76,32,1.2628306720044167,0.031570766800110416,600.0,0.15,4.0,40.0,knn,local,False,1.0,146.0,0.03158736965648346
316,32,55,4.230926554314506,0.07692593735117283,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,719.3333333333334,0.1762118510513868
317,55,32,4.230926554314506,0.07692593735117283,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,719.3333333333334,0.1762118510513868
318,32,50,3.057478977429823,0.05559052686236042,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,2.6666666666666665,0.05559052687591137
319,50,32,3.057478977429823,0.05559052686236042,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,2.6666666666666665,0.05559052687591137
320,33,43,3.2454229154369227,0.059007689371580414,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,130.66666666666666,0.059008933697457674
321,43,33,3.2454229154369227,0.059007689371580414,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,130.66666666666669,0.059008933697457674
322,33,67,3.6481658472177143,0.06633028813123117,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1063.3333333333335,0.0724644590403103
323,67,33,3.6481658472177143,0.06633028813123117,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1063.3333333333328,0.07246445904031029
324,33,46,1.5169601422521861,0.03792400355630465,600.0,0.15,4.0,40.0,knn,local,False,1.0,205.33333333333331,0.03800202936272581
325,46,33,1.5169601422521861,0.03792400355630465,600.0,0.15,4.0,40.0,knn,local,False,1.0,205.3333333333333,0.03800202936272581
326,34,65,2.107360881074889,0.052684022026872224,210.0,0.15,4.0,40.0,knn,local,True,3.0,10.666666666666666,0.05268407462955538
327,65,34,2.107360881074889,0.052684022026872224,210.0,0.15,4.0,40.0,knn,local,True,3.0,10.666666666666666,0.05268407462955538
328,34,47,0.8719426245600662,0.021798565614001654,210.0,0.15,4.0,40.0,knn,local,True,3.0,121.33333333333334,0.022162952310664626
329,47,34,0.8719426245600662,0.021798565614001654,210.0,0.15,4.0,40.0,knn,local,True,3.0,121.33333333333331,0.022162952310664626
330,35,70,4.603546978582231,0.08370085415604056,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.08370085415604056
331,70,35,4.603546978582231,0.08370085415604056,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.08370085415604056
332,35,49,6.142829228974111,0.11168780416316565,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,13.333333333333332,0.11168780441851041
333,49,35,6.142829228974111,0.11168780416316565,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,13.333333333333332,0.11168780441851041
334,35,36,9.236458175200164,0.16793560318545753,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,32.0,0.16793561592368403
335,36,35,9.236458175200164,0.16793560318545753,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,32.0,0.16793561592368403
336,35,58,8.326588022668895,0.15139250950307082,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.15139250950307082
337,58,35,8.326588022668895,0.15139250950307082,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.15139250950307082
338,36,70,7.487354792935569,0.13613372350791944,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,13.333333333333332,0.13613372381915337
339,70,36,7.487354792935569,0.13613372350791944,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,13.333333333333332,0.13613372381915337
340,36,58,4.032502734252157,0.0733182315318574,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,51.999999999999986,0.07331827031041316
341,58,36,4.032502734252157,0.0733182315318574,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,51.99999999999999,0.07331827031041316
342,36,49,10.733046581630218,0.19514630148418577,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,374.66666666666697,0.19542446926490606
343,49,36,10.733046581630218,0.19514630148418577,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,374.66666666666663,0.19542446926490606
344,37,56,7.809972942376642,0.14199950804321168,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,16.0,0.14199950871639452
345,56,37,7.809972942376642,0.14199950804321168,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,16.0,0.14199950871639452
346,37,40,6.543091210459283,0.11896529473562334,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,16.0,0.11896529529960695
347,40,37,6.543091210459283,0.11896529473562334,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,16.0,0.11896529529960695
348,37,71,5.767878267476861,0.10487051395412474,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.10487051395412474
349,71,37,5.767878267476861,0.10487051395412474,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.10487051395412474
350,38,43,2.5145091594552276,0.04571834835373141,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,165.33333333333331,0.045720819500239464
351,43,38,2.5145091594552276,0.04571834835373141,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,165.33333333333331,0.045720819500239464
352,38,67,3.2183985849782277,0.05851633790869505,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,56.0,0.05851637953765129
353,67,38,3.2183985849782277,0.05851633790869505,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,56.0,0.05851637953765129
354,38,76,3.675365737940866,0.06682483159892484,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,124.66666666666666,0.06682599922971248
355,76,38,3.675365737940866,0.06682483159892484,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,124.66666666666666,0.06682599922971248
356,38,73,4.777593677795996,0.08686533959629084,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,937.9999999999999,0.09172968214184082
357,73,38,4.777593677795996,0.08686533959629084,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,937.9999999999995,0.0917296821418408
358,39,64,2.736265652175929,0.049750284585016895,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1277.9999999999995,0.05935059464291317
359,64,39,2.736265652175929,0.049750284585016895,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1277.9999999999998,0.05935059464291317
360,39,54,2.421080854429033,0.06052702136072583,600.0,0.15,4.0,40.0,knn,local,False,1.0,125.33333333333333,0.06054430765573426
361,54,39,2.421080854429033,0.06052702136072583,600.0,0.15,4.0,40.0,knn,local,False,1.0,125.33333333333333,0.06054430765573426
362,39,79,4.307143602631575,0.07831170186602864,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,740.0,0.08001041410539135
363,79,39,4.307143602631575,0.07831170186602864,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,740.0,0.08001041410539135
364,40,61,4.995223367601172,0.09082224304729404,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,466.66666666666623,0.09113383456186387
365,61,40,4.995223367601172,0.09082224304729404,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,466.66666666666663,0.09113383456186387
366,40,56,8.515575519626273,0.15482864581138678,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,622.0,0.15650505151181823
367,56,40,8.515575519626273,0.15482864581138678,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,621.9999999999995,0.15650505151181823
368,40,71,10.8646019810843,0.19753821783789638,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.19753821783789638
369,71,40,10.8646019810843,0.19753821783789638,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.19753821783789638
370,41,45,3.406664826123346,0.06193936047496992,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.06193936047496992
371,45,41,3.406664826123346,0.06193936047496992,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.06193936047496992
372,42,48,2.172442135723005,0.054311053393075126,210.0,0.15,4.0,40.0,knn,local,True,3.0,301.9999999999998,0.08915521972401978
373,48,42,2.172442135723005,0.054311053393075126,210.0,0.15,4.0,40.0,knn,local,True,3.0,302.0,0.08915521972401988
374,43,67,1.2114969441252197,0.03028742360313049,600.0,0.15,4.0,40.0,knn,local,False,1.0,156.66666666666666,0.030308541710911577
375,67,43,1.2114969441252197,0.03028742360313049,600.0,0.15,4.0,40.0,knn,local,False,1.0,156.66666666666663,0.030308541710911577
376,43,46,4.417849853099555,0.08032454278362827,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,225.33333333333337,0.08033952293845198
377,46,43,4.417849853099555,0.08032454278362827,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,225.33333333333331,0.08033952293845198
378,43,76,4.778061313988422,0.08687384207251676,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,18.666666666666664,0.086873842835513
379,76,43,4.778061313988422,0.08687384207251676,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,18.666666666666664,0.086873842835513
380,44,45,3.293423614871411,0.05988042936129838,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,223.99999999999997,0.05989133480283601
381,45,44,3.293423614871411,0.05988042936129838,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,223.99999999999997,0.05989133480283601
382,45,63,3.522860127033214,0.0640520023096948,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,651.3333333333333,0.06488589891169043
383,63,45,3.522860127033214,0.0640520023096948,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,651.3333333333334,0.06488589891169043
384,46,50,3.782156956544549,0.0687664901189918,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1112.6666666666665,0.07639085098620095
385,50,46,3.782156956544549,0.0687664901189918,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1112.6666666666665,0.07639085098620095
386,47,65,1.49363732032026,0.0373409330080065,600.0,0.15,4.0,40.0,knn,local,False,1.0,22.666666666666664,0.03734094441633596
387,65,47,1.49363732032026,0.0373409330080065,600.0,0.15,4.0,40.0,knn,local,False,1.0,22.666666666666664,0.03734094441633596
388,48,53,4.226589814311498,0.07684708753293633,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1214.0,0.08892156747558047
389,53,48,4.226589814311498,0.07684708753293633,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1214.0,0.08892156747558047
390,49,76,6.4701650019731565,0.1176393636722392,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,171.33333333333326,0.117646696751829
391,76,49,6.4701650019731565,0.1176393636722392,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,171.33333333333331,0.117646696751829
392,49,58,7.493122637594912,0.13623859341081657,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,51.99999999999999,0.13623866546841779
393,58,49,7.493122637594912,0.13623859341081657,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,51.999999999999986,0.13623866546841779
394,50,55,2.6041356995372467,0.04734792180976812,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,1223.3333333333333,0.5585283969798427
395,55,50,2.6041356995372467,0.04734792180976812,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,1223.3333333333333,0.5585283969798427
396,50,74,3.962218255435265,0.07204033191700482,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,499.3333333333333,0.09362930759964899
397,74,50,3.962218255435265,0.07204033191700482,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,499.33333333333326,0.09362930759964896
398,50,76,4.2860492690148435,0.07792816852754261,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,2.0,0.0779281685276328
399,76,50,4.2860492690148435,0.07792816852754261,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,2.0,0.0779281685276328
400,51,68,6.971750915712937,0.12675910755841704,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.12675910755841704
401,68,51,6.971750915712937,0.12675910755841704,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.12675910755841704
402,52,63,4.691338068031211,0.08529705578238565,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,534.0,0.08579878032274399
403,63,52,4.691338068031211,0.08529705578238565,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,534.0,0.08579878032274399
