od_id,origin_customer_id,destination_customer_id,origin_customer_index,destination_customer_index,origin_node,destination_node,demand_veh_h,origin_time_window_type,origin_has_start_constraint,origin_start_time_h,origin_deadline_h,origin_demand_class,origin_task_demand,destination_time_window_type,destination_has_start_constraint,destination_start_time_h,destination_deadline_h,destination_demand_class,destination_task_demand,origin_ready_time_h,origin_due_time_h,destination_ready_time_h,destination_due_time_h,same_physical_node,od_type
1065,Customer_19,Customer_4,18,3,57,44,8.0,all_day,False,,23.5,medium,3.112,before_20,False,,20.0,medium,2.249,0.0,23.5,0.0,20.0,False,customer_to_customer
1066,Customer_19,Customer_5,18,4,57,19,8.0,all_day,False,,23.5,medium,3.112,business_hours,True,8.0,17.75,medium,4.662,0.0,23.5,8.0,17.75,False,customer_to_customer
1067,Customer_19,Customer_6,18,5,57,56,8.0,all_day,False,,23.5,medium,3.112,all_day,False,,23.75,medium,4.742,0.0,23.5,0.0,23.75,False,customer_to_customer
1068,Customer_19,Customer_7,18,6,57,78,8.0,all_day,False,,23.5,medium,3.112,business_hours,True,8.75,17.5,medium,3.0,0.0,23.5,8.75,17.5,False,customer_to_customer
1069,Customer_19,Customer_8,18,7,57,13,8.0,all_day,False,,23.5,medium,3.112,business_hours,True,7.5,19.0,medium,4.333,0.0,23.5,7.5,19.0,False,customer_to_customer
1070,Customer_19,Customer_9,18,8,57,39,8.0,all_day,False,,23.5,medium,3.112,before_20,False,,20.75,small,1.776,0.0,23.5,0.0,20.75,False,customer_to_customer
1071,Customer_19,Customer_10,18,9,57,29,8.0,all_day,False,,23.5,medium,3.112,before_20,False,,20.5,medium,2.955,0.0,23.5,0.0,20.5,False,customer_to_customer
1072,Customer_19,Customer_11,18,10,57,10,8.0,all_day,False,,23.5,medium,3.112,before_18,False,,18.0,small,1.544,0.0,23.5,0.0,18.0,False,customer_to_customer
1073,Customer_19,Customer_12,18,11,57,67,8.0,all_day,False,,23.5,medium,3.112,afternoon_or_evening,True,12.5,23.0,large,5.593,0.0,23.5,12.5,23.0,False,customer_to_customer
1074,Customer_19,Customer_13,18,12,57,61,8.0,all_day,False,,23.5,medium,3.112,business_hours,True,8.0,19.0,large,7.817,0.0,23.5,8.0,19.0,False,customer_to_customer
1075,Customer_19,Customer_14,18,13,57,6,8.0,all_day,False,,23.5,medium,3.112,all_day,False,,22.75,large,6.263,0.0,23.5,0.0,22.75,False,customer_to_customer
1076,Customer_19,Customer_15,18,14,57,74,8.0,all_day,False,,23.5,medium,3.112,business_hours,True,7.5,17.25,large,7.293,0.0,23.5,7.5,17.25,False,customer_to_customer
1077,Customer_19,Customer_16,18,15,57,18,8.0,all_day,False,,23.5,medium,3.112,before_18,False,,17.25,large,6.366,0.0,23.5,0.0,17.25,False,customer_to_customer
1078,Customer_19,Customer_17,18,16,57,40,8.0,all_day,False,,23.5,medium,3.112,all_day,False,,23.75,medium,3.999,0.0,23.5,0.0,23.75,False,customer_to_customer
1079,Customer_19,Customer_18,18,17,57,53,8.0,all_day,False,,23.5,medium,3.112,before_18,False,,17.25,small,0.834,0.0,23.5,0.0,17.25,False,customer_to_customer
1080,Customer_19,Customer_20,18,19,57,12,8.0,all_day,False,,23.5,medium,3.112,business_hours,True,8.25,17.75,medium,3.662,0.0,23.5,8.25,17.75,False,customer_to_customer
1081,Customer_19,Customer_21,18,20,57,24,8.0,all_day,False,,23.5,medium,3.112,before_18,False,,17.5,medium,3.927,0.0,23.5,0.0,17.5,False,customer_to_customer
1082,Customer_19,Customer_22,18,21,57,65,8.0,all_day,False,,23.5,medium,3.112,business_hours,True,8.5,17.25,medium,3.604,0.0,23.5,8.5,17.25,False,customer_to_customer
1083,Customer_19,Customer_23,18,22,57,79,8.0,all_day,False,,23.5,medium,3.112,before_20,False,,20.25,large,7.501,0.0,23.5,0.0,20.25,False,customer_to_customer
1084,Customer_19,Customer_24,18,23,57,47,8.0,all_day,False,,23.5,medium,3.112,before_20,False,,20.25,medium,3.852,0.0,23.5,0.0,20.25,False,customer_to_customer
1085,Customer_19,Customer_25,18,24,57,34,8.0,all_day,False,,23.5,medium,3.112,before_18,False,,17.25,medium,4.457,0.0,23.5,0.0,17.25,False,customer_to_customer
1086,Customer_19,Customer_26,18,25,57,12,8.0,all_day,False,,23.5,medium,3.112,before_20,False,,20.0,large,5.753,0.0,23.5,0.0,20.0,False,customer_to_customer
1087,Customer_19,Customer_27,18,26,57,44,8.0,all_day,False,,23.5,medium,3.112,before_20,False,,20.75,large,6.914,0.0,23.5,0.0,20.75,False,customer_to_customer
1088,Customer_19,Customer_28,18,27,57,38,8.0,all_day,False,,23.5,medium,3.112,before_20,False,,20.75,medium,4.186,0.0,23.5,0.0,20.75,False,customer_to_customer
1089,Customer_19,Customer_29,18,28,57,20,8.0,all_day,False,,23.5,medium,3.112,business_hours,True,8.75,18.25,medium,4.375,0.0,23.5,8.75,18.25,False,customer_to_customer
1090,Customer_19,Customer_30,18,29,57,31,8.0,all_day,False,,23.5,medium,3.112,before_12,False,,13.0,medium,4.581,0.0,23.5,0.0,13.0,False,customer_to_customer
1091,Customer_19,Customer_31,18,30,57,40,8.0,all_day,False,,23.5,medium,3.112,before_20,False,,20.5,medium,3.168,0.0,23.5,0.0,20.5,False,customer_to_customer
1092,Customer_19,Customer_32,18,31,57,36,8.0,all_day,False,,23.5,medium,3.112,before_18,False,,17.25,small,1.462,0.0,23.5,0.0,17.25,False,customer_to_customer
1093,Customer_19,Customer_33,18,32,57,77,8.0,all_day,False,,23.5,medium,3.112,afternoon_or_evening,True,12.75,21.75,medium,2.203,0.0,23.5,12.75,21.75,False,customer_to_customer
1094,Customer_19,Customer_34,18,33,57,19,8.0,all_day,False,,23.5,medium,3.112,before_12,False,,11.5,small,1.372,0.0,23.5,0.0,11.5,False,customer_to_customer
1095,Customer_19,Customer_35,18,34,57,73,8.0,all_day,False,,23.5,medium,3.112,afternoon_or_evening,True,12.0,23.25,large,5.08,0.0,23.5,12.0,23.25,False,customer_to_customer
1096,Customer_19,Customer_36,18,35,57,68,8.0,all_day,False,,23.5,medium,3.112,all_day,False,,23.0,large,7.781,0.0,23.5,0.0,23.0,False,customer_to_customer
1097,Customer_19,Customer_37,18,36,57,75,8.0,all_day,False,,23.5,medium,3.112,before_20,False,,20.0,small,1.664,0.0,23.5,0.0,20.0,False,customer_to_customer
1098,Customer_19,Customer_38,18,37,57,78,8.0,all_day,False,,23.5,medium,3.112,all_day,False,,23.25,medium,4.425,0.0,23.5,0.0,23.25,False,customer_to_customer
1099,Customer_19,Customer_39,18,38,57,66,8.0,all_day,False,,23.5,medium,3.112,business_hours,True,8.75,17.75,small,1.672,0.0,23.5,8.75,17.75,False,customer_to_customer
1100,Customer_19,Customer_40,18,39,57,77,8.0,all_day,False,,23.5,medium,3.112,business_hours,True,7.75,18.0,large,5.785,0.0,23.5,7.75,18.0,False,customer_to_customer
1101,Customer_19,Customer_41,18,40,57,53,8.0,all_day,False,,23.5,medium,3.112,business_hours,True,7.5,17.25,large,5.106,0.0,23.5,7.5,17.25,False,customer_to_customer
1102,Customer_19,Customer_42,18,41,57,56,8.0,all_day,False,,23.5,medium,3.112,all_day,False,,22.75,medium,3.77,0.0,23.5,0.0,22.75,False,customer_to_customer
1103,Customer_19,Customer_43,18,42,57,24,8.0,all_day,False,,23.5,medium,3.112,business_hours,True,7.5,17.75,large,7.914,0.0,23.5,7.5,17.75,False,customer_to_customer
1104,Customer_19,Customer_44,18,43,57,46,8.0,all_day,False,,23.5,medium,3.112,all_day,False,,23.25,small,1.962,0.0,23.5,0.0,23.25,False,customer_to_customer
1105,Customer_19,Customer_45,18,44,57,68,8.0,all_day,False,,23.5,medium,3.112,before_20,False,,20.75,small,1.204,0.0,23.5,0.0,20.75,False,customer_to_customer
1106,Customer_19,Customer_46,18,45,57,5,8.0,all_day,False,,23.5,medium,3.112,before_12,False,,12.0,medium,3.084,0.0,23.5,0.0,12.0,False,customer_to_customer
1107,Customer_19,Customer_47,18,46,57,43,8.0,all_day,False,,23.5,medium,3.112,all_day,False,,23.75,small,0.746,0.0,23.5,0.0,23.75,False,customer_to_customer
1108,Customer_19,Customer_48,18,47,57,27,8.0,all_day,False,,23.5,medium,3.112,before_20,False,,19.25,medium,2.11,0.0,23.5,0.0,19.25,False,customer_to_customer
1109,Customer_19,Customer_49,18,48,57,66,8.0,all_day,False,,23.5,medium,3.112,all_day,False,,22.75,medium,3.016,0.0,23.5,0.0,22.75,False,customer_to_customer
1110,Customer_19,Customer_50,18,49,57,42,8.0,all_day,False,,23.5,medium,3.112,all_day,False,,24.0,medium,4.123,0.0,23.5,0.0,24.0,False,customer_to_customer
1111,Customer_19,Customer_51,18,50,57,64,8.0,all_day,False,,23.5,medium,3.112,before_20,False,,19.5,small,1.604,0.0,23.5,0.0,19.5,False,customer_to_customer
1112,Customer_19,Customer_52,18,51,57,0,8.0,all_day,False,,23.5,medium,3.112,before_12,False,,11.75,large,6.981,0.0,23.5,0.0,11.75,False,customer_to_customer
1113,Customer_19,Customer_53,18,52,57,15,8.0,all_day,False,,23.5,medium,3.112,business_hours,True,7.5,19.0,medium,2.769,0.0,23.5,7.5,19.0,False,customer_to_customer
1114,Customer_19,Customer_54,18,53,57,75,8.0,all_day,False,,23.5,medium,3.112,before_20,False,,19.5,small,1.304,0.0,23.5,0.0,19.5,False,customer_to_customer
1115,Customer_19,Customer_55,18,54,57,56,8.0,all_day,False,,23.5,medium,3.112,business_hours,True,7.75,17.75,small,1.087,0.0,23.5,7.75,17.75,False,customer_to_customer
1116,Customer_19,Customer_56,18,55,57,68,8.0,all_day,False,,23.5,medium,3.112,before_18,False,,19.0,medium,2.573,0.0,23.5,0.0,19.0,False,customer_to_customer
1117,Customer_19,Customer_57,18,56,57,17,8.0,all_day,False,,23.5,medium,3.112,before_18,False,,17.25,medium,4.186,0.0,23.5,0.0,17.25,False,customer_to_customer
1118,Customer_19,Customer_58,18,57,57,73,8.0,all_day,False,,23.5,medium,3.112,before_20,False,,20.0,small,1.92,0.0,23.5,0.0,20.0,False,customer_to_customer
1119,Customer_19,Customer_59,18,58,57,13,8.0,all_day,False,,23.5,medium,3.112,afternoon_or_evening,True,12.25,22.5,small,1.182,0.0,23.5,12.25,22.5,False,customer_to_customer
1120,Customer_19,Customer_60,18,59,57,61,8.0,all_day,False,,23.5,medium,3.112,all_day,False,,23.0,large,5.554,0.0,23.5,0.0,23.0,False,customer_to_customer
1121,Customer_20,Customer_1,19,0,12,39,8.0,business_hours,True,8.25,17.75,medium,3.662,before_20,False,,21.0,large,5.082,8.25,17.75,0.0,21.0,False,customer_to_customer
1122,Customer_20,Customer_2,19,1,12,44,8.0,business_hours,True,8.25,17.75,medium,3.662,before_20,False,,19.5,medium,4.395,8.25,17.75,0.0,19.5,False,customer_to_customer
1123,Customer_20,Customer_3,19,2,12,77,8.0,business_hours,True,8.25,17.75,medium,3.662,business_hours,True,7.75,18.0,small,1.255,8.25,17.75,7.75,18.0,False,customer_to_customer
1124,Customer_20,Customer_4,19,3,12,44,8.0,business_hours,True,8.25,17.75,medium,3.662,before_20,False,,20.0,medium,2.249,8.25,17.75,0.0,20.0,False,customer_to_customer
1125,Customer_20,Customer_5,19,4,12,19,8.0,business_hours,True,8.25,17.75,medium,3.662,business_hours,True,8.0,17.75,medium,4.662,8.25,17.75,8.0,17.75,False,customer_to_customer
1126,Customer_20,Customer_6,19,5,12,56,8.0,business_hours,True,8.25,17.75,medium,3.662,all_day,False,,23.75,medium,4.742,8.25,17.75,0.0,23.75,False,customer_to_customer
1127,Customer_20,Customer_7,19,6,12,78,8.0,business_hours,True,8.25,17.75,medium,3.662,business_hours,True,8.75,17.5,medium,3.0,8.25,17.75,8.75,17.5,False,customer_to_customer
1128,Customer_20,Customer_8,19,7,12,13,8.0,business_hours,True,8.25,17.75,medium,3.662,business_hours,True,7.5,19.0,medium,4.333,8.25,17.75,7.5,19.0,False,customer_to_customer
1129,Customer_20,Customer_9,19,8,12,39,8.0,business_hours,True,8.25,17.75,medium,3.662,before_20,False,,20.75,small,1.776,8.25,17.75,0.0,20.75,False,customer_to_customer
1130,Customer_20,Customer_10,19,9,12,29,8.0,business_hours,True,8.25,17.75,medium,3.662,before_20,False,,20.5,medium,2.955,8.25,17.75,0.0,20.5,False,customer_to_customer
1131,Customer_20,Customer_11,19,10,12,10,8.0,business_hours,True,8.25,17.75,medium,3.662,before_18,False,,18.0,small,1.544,8.25,17.75,0.0,18.0,False,customer_to_customer
1132,Customer_20,Customer_12,19,11,12,67,8.0,business_hours,True,8.25,17.75,medium,3.662,afternoon_or_evening,True,12.5,23.0,large,5.593,8.25,17.75,12.5,23.0,False,customer_to_customer
1133,Customer_20,Customer_13,19,12,12,61,8.0,business_hours,True,8.25,17.75,medium,3.662,business_hours,True,8.0,19.0,large,7.817,8.25,17.75,8.0,19.0,False,customer_to_customer
1134,Customer_20,Customer_14,19,13,12,6,8.0,business_hours,True,8.25,17.75,medium,3.662,all_day,False,,22.75,large,6.263,8.25,17.75,0.0,22.75,False,customer_to_customer
1135,Customer_20,Customer_15,19,14,12,74,8.0,business_hours,True,8.25,17.75,medium,3.662,business_hours,True,7.5,17.25,large,7.293,8.25,17.75,7.5,17.25,False,customer_to_customer
1136,Customer_20,Customer_16,19,15,12,18,8.0,business_hours,True,8.25,17.75,medium,3.662,before_18,False,,17.25,large,6.366,8.25,17.75,0.0,17.25,False,customer_to_customer
1137,Customer_20,Customer_17,19,16,12,40,8.0,business_hours,True,8.25,17.75,medium,3.662,all_day,False,,23.75,medium,3.999,8.25,17.75,0.0,23.75,False,customer_to_customer
1138,Customer_20,Customer_18,19,17,12,53,8.0,business_hours,True,8.25,17.75,medium,3.662,before_18,False,,17.25,small,0.834,8.25,17.75,0.0,17.25,False,customer_to_customer
1139,Customer_20,Customer_19,19,18,12,57,8.0,business_hours,True,8.25,17.75,medium,3.662,all_day,False,,23.5,medium,3.112,8.25,17.75,0.0,23.5,False,customer_to_customer
1140,Customer_20,Customer_21,19,20,12,24,8.0,business_hours,True,8.25,17.75,medium,3.662,before_18,False,,17.5,medium,3.927,8.25,17.75,0.0,17.5,False,customer_to_customer
1141,Customer_20,Customer_22,19,21,12,65,8.0,business_hours,True,8.25,17.75,medium,3.662,business_hours,True,8.5,17.25,medium,3.604,8.25,17.75,8.5,17.25,False,customer_to_customer
1142,Customer_20,Customer_23,19,22,12,79,8.0,business_hours,True,8.25,17.75,medium,3.662,before_20,False,,20.25,large,7.501,8.25,17.75,0.0,20.25,False,customer_to_customer
1143,Customer_20,Customer_24,19,23,12,47,8.0,business_hours,True,8.25,17.75,medium,3.662,before_20,False,,20.25,medium,3.852,8.25,17.75,0.0,20.25,False,customer_to_customer
1144,Customer_20,Customer_25,19,24,12,34,8.0,business_hours,True,8.25,17.75,medium,3.662,before_18,False,,17.25,medium,4.457,8.25,17.75,0.0,17.25,False,customer_to_customer
1145,Customer_20,Customer_26,19,25,12,12,8.0,business_hours,True,8.25,17.75,medium,3.662,before_20,False,,20.0,large,5.753,8.25,17.75,0.0,20.0,True,customer_to_customer
1146,Customer_20,Customer_27,19,26,12,44,8.0,business_hours,True,8.25,17.75,medium,3.662,before_20,False,,20.75,large,6.914,8.25,17.75,0.0,20.75,False,customer_to_customer
1147,Customer_20,Customer_28,19,27,12,38,8.0,business_hours,True,8.25,17.75,medium,3.662,before_20,False,,20.75,medium,4.186,8.25,17.75,0.0,20.75,False,customer_to_customer
1148,Customer_20,Customer_29,19,28,12,20,8.0,business_hours,True,8.25,17.75,medium,3.662,business_hours,True,8.75,18.25,medium,4.375,8.25,17.75,8.75,18.25,False,customer_to_customer
1149,Customer_20,Customer_30,19,29,12,31,8.0,business_hours,True,8.25,17.75,medium,3.662,before_12,False,,13.0,medium,4.581,8.25,17.75,0.0,13.0,False,customer_to_customer
1150,Customer_20,Customer_31,19,30,12,40,8.0,business_hours,True,8.25,17.75,medium,3.662,before_20,False,,20.5,medium,3.168,8.25,17.75,0.0,20.5,False,customer_to_customer
1151,Customer_20,Customer_32,19,31,12,36,8.0,business_hours,True,8.25,17.75,medium,3.662,before_18,False,,17.25,small,1.462,8.25,17.75,0.0,17.25,False,customer_to_customer
1152,Customer_20,Customer_33,19,32,12,77,8.0,business_hours,True,8.25,17.75,medium,3.662,afternoon_or_evening,True,12.75,21.75,medium,2.203,8.25,17.75,12.75,21.75,False,customer_to_customer
1153,Customer_20,Customer_34,19,33,12,19,8.0,business_hours,True,8.25,17.75,medium,3.662,before_12,False,,11.5,small,1.372,8.25,17.75,0.0,11.5,False,customer_to_customer
1154,Customer_20,Customer_35,19,34,12,73,8.0,business_hours,True,8.25,17.75,medium,3.662,afternoon_or_evening,True,12.0,23.25,large,5.08,8.25,17.75,12.0,23.25,False,customer_to_customer
1155,Customer_20,Customer_36,19,35,12,68,8.0,business_hours,True,8.25,17.75,medium,3.662,all_day,False,,23.0,large,7.781,8.25,17.75,0.0,23.0,False,customer_to_customer
1156,Customer_20,Customer_37,19,36,12,75,8.0,business_hours,True,8.25,17.75,medium,3.662,before_20,False,,20.0,small,1.664,8.25,17.75,0.0,20.0,False,customer_to_customer
1157,Customer_20,Customer_38,19,37,12,78,8.0,business_hours,True,8.25,17.75,medium,3.662,all_day,False,,23.25,medium,4.425,8.25,17.75,0.0,23.25,False,customer_to_customer
1158,Customer_20,Customer_39,19,38,12,66,8.0,business_hours,True,8.25,17.75,medium,3.662,business_hours,True,8.75,17.75,small,1.672,8.25,17.75,8.75,17.75,False,customer_to_customer
1159,Customer_20,Customer_40,19,39,12,77,8.0,business_hours,True,8.25,17.75,medium,3.662,business_hours,True,7.75,18.0,large,5.785,8.25,17.75,7.75,18.0,False,customer_to_customer
1160,Customer_20,Customer_41,19,40,12,53,8.0,business_hours,True,8.25,17.75,medium,3.662,business_hours,True,7.5,17.25,large,5.106,8.25,17.75,7.5,17.25,False,customer_to_customer
1161,Customer_20,Customer_42,19,41,12,56,8.0,business_hours,True,8.25,17.75,medium,3.662,all_day,False,,22.75,medium,3.77,8.25,17.75,0.0,22.75,False,customer_to_customer
1162,Customer_20,Customer_43,19,42,12,24,8.0,business_hours,True,8.25,17.75,medium,3.662,business_hours,True,7.5,17.75,large,7.914,8.25,17.75,7.5,17.75,False,customer_to_customer
1163,Customer_20,Customer_44,19,43,12,46,8.0,business_hours,True,8.25,17.75,medium,3.662,all_day,False,,23.25,small,1.962,8.25,17.75,0.0,23.25,False,customer_to_customer
1164,Customer_20,Customer_45,19,44,12,68,8.0,business_hours,True,8.25,17.75,medium,3.662,before_20,False,,20.75,small,1.204,8.25,17.75,0.0,20.75,False,customer_to_customer
1165,Customer_20,Customer_46,19,45,12,5,8.0,business_hours,True,8.25,17.75,medium,3.662,before_12,False,,12.0,medium,3.084,8.25,17.75,0.0,12.0,False,customer_to_customer
1166,Customer_20,Customer_47,19,46,12,43,8.0,business_hours,True,8.25,17.75,medium,3.662,all_day,False,,23.75,small,0.746,8.25,17.75,0.0,23.75,False,customer_to_customer
1167,Customer_20,Customer_48,19,47,12,27,8.0,business_hours,True,8.25,17.75,medium,3.662,before_20,False,,19.25,medium,2.11,8.25,17.75,0.0,19.25,False,customer_to_customer
1168,Customer_20,Customer_49,19,48,12,66,8.0,business_hours,True,8.25,17.75,medium,3.662,all_day,False,,22.75,medium,3.016,8.25,17.75,0.0,22.75,False,customer_to_customer
1169,Customer_20,Customer_50,19,49,12,42,8.0,business_hours,True,8.25,17.75,medium,3.662,all_day,False,,24.0,medium,4.123,8.25,17.75,0.0,24.0,False,customer_to_customer
1170,Customer_20,Customer_51,19,50,12,64,8.0,business_hours,True,8.25,17.75,medium,3.662,before_20,False,,19.5,small,1.604,8.25,17.75,0.0,19.5,False,customer_to_customer
1171,Customer_20,Customer_52,19,51,12,0,8.0,business_hours,True,8.25,17.75,medium,3.662,before_12,False,,11.75,large,6.981,8.25,17.75,0.0,11.75,False,customer_to_customer
1172,Customer_20,Customer_53,19,52,12,15,8.0,business_hours,True,8.25,17.75,medium,3.662,business_hours,True,7.5,19.0,medium,2.769,8.25,17.75,7.5,19.0,False,customer_to_customer
1173,Customer_20,Customer_54,19,53,12,75,8.0,business_hours,True,8.25,17.75,medium,3.662,before_20,False,,19.5,small,1.304,8.25,17.75,0.0,19.5,False,customer_to_customer
1174,Customer_20,Customer_55,19,54,12,56,8.0,business_hours,True,8.25,17.75,medium,3.662,business_hours,True,7.75,17.75,small,1.087,8.25,17.75,7.75,17.75,False,customer_to_customer
1175,Customer_20,Customer_56,19,55,12,68,8.0,business_hours,True,8.25,17.75,medium,3.662,before_18,False,,19.0,medium,2.573,8.25,17.75,0.0,19.0,False,customer_to_customer
1176,Customer_20,Customer_57,19,56,12,17,8.0,business_hours,True,8.25,17.75,medium,3.662,before_18,False,,17.25,medium,4.186,8.25,17.75,0.0,17.25,False,customer_to_customer
1177,Customer_20,Customer_58,19,57,12,73,8.0,business_hours,True,8.25,17.75,medium,3.662,before_20,False,,20.0,small,1.92,8.25,17.75,0.0,20.0,False,customer_to_customer
1178,Customer_20,Customer_59,19,58,12,13,8.0,business_hours,True,8.25,17.75,medium,3.662,afternoon_or_evening,True,12.25,22.5,small,1.182,8.25,17.75,12.25,22.5,False,customer_to_customer
1179,Customer_20,Customer_60,19,59,12,61,8.0,business_hours,True,8.25,17.75,medium,3.662,all_day,False,,23.0,large,5.554,8.25,17.75,0.0,23.0,False,customer_to_customer
1180,Customer_21,Customer_1,20,0,24,39,8.0,before_18,False,,17.5,medium,3.927,before_20,False,,21.0,large,5.082,0.0,17.5,0.0,21.0,False,customer_to_customer
1181,Customer_21,Customer_2,20,1,24,44,8.0,before_18,False,,17.5,medium,3.927,before_20,False,,19.5,medium,4.395,0.0,17.5,0.0,19.5,False,customer_to_customer
1182,Customer_21,Customer_3,20,2,24,77,8.0,before_18,False,,17.5,medium,3.927,business_hours,True,7.75,18.0,small,1.255,0.0,17.5,7.75,18.0,False,customer_to_customer
1183,Customer_21,Customer_4,20,3,24,44,8.0,before_18,False,,17.5,medium,3.927,before_20,False,,20.0,medium,2.249,0.0,17.5,0.0,20.0,False,customer_to_customer
1184,Customer_21,Customer_5,20,4,24,19,8.0,before_18,False,,17.5,medium,3.927,business_hours,True,8.0,17.75,medium,4.662,0.0,17.5,8.0,17.75,False,customer_to_customer
1185,Customer_21,Customer_6,20,5,24,56,8.0,before_18,False,,17.5,medium,3.927,all_day,False,,23.75,medium,4.742,0.0,17.5,0.0,23.75,False,customer_to_customer
1186,Customer_21,Customer_7,20,6,24,78,8.0,before_18,False,,17.5,medium,3.927,business_hours,True,8.75,17.5,medium,3.0,0.0,17.5,8.75,17.5,False,customer_to_customer
1187,Customer_21,Customer_8,20,7,24,13,8.0,before_18,False,,17.5,medium,3.927,business_hours,True,7.5,19.0,medium,4.333,0.0,17.5,7.5,19.0,False,customer_to_customer
1188,Customer_21,Customer_9,20,8,24,39,8.0,before_18,False,,17.5,medium,3.927,before_20,False,,20.75,small,1.776,0.0,17.5,0.0,20.75,False,customer_to_customer
1189,Customer_21,Customer_10,20,9,24,29,8.0,before_18,False,,17.5,medium,3.927,before_20,False,,20.5,medium,2.955,0.0,17.5,0.0,20.5,False,customer_to_customer
1190,Customer_21,Customer_11,20,10,24,10,8.0,before_18,False,,17.5,medium,3.927,before_18,False,,18.0,small,1.544,0.0,17.5,0.0,18.0,False,customer_to_customer
1191,Customer_21,Customer_12,20,11,24,67,8.0,before_18,False,,17.5,medium,3.927,afternoon_or_evening,True,12.5,23.0,large,5.593,0.0,17.5,12.5,23.0,False,customer_to_customer
1192,Customer_21,Customer_13,20,12,24,61,8.0,before_18,False,,17.5,medium,3.927,business_hours,True,8.0,19.0,large,7.817,0.0,17.5,8.0,19.0,False,customer_to_customer
1193,Customer_21,Customer_14,20,13,24,6,8.0,before_18,False,,17.5,medium,3.927,all_day,False,,22.75,large,6.263,0.0,17.5,0.0,22.75,False,customer_to_customer
1194,Customer_21,Customer_15,20,14,24,74,8.0,before_18,False,,17.5,medium,3.927,business_hours,True,7.5,17.25,large,7.293,0.0,17.5,7.5,17.25,False,customer_to_customer
1195,Customer_21,Customer_16,20,15,24,18,8.0,before_18,False,,17.5,medium,3.927,before_18,False,,17.25,large,6.366,0.0,17.5,0.0,17.25,False,customer_to_customer
1196,Customer_21,Customer_17,20,16,24,40,8.0,before_18,False,,17.5,medium,3.927,all_day,False,,23.75,medium,3.999,0.0,17.5,0.0,23.75,False,customer_to_customer
1197,Customer_21,Customer_18,20,17,24,53,8.0,before_18,False,,17.5,medium,3.927,before_18,False,,17.25,small,0.834,0.0,17.5,0.0,17.25,False,customer_to_customer
1198,Customer_21,Customer_19,20,18,24,57,8.0,before_18,False,,17.5,medium,3.927,all_day,False,,23.5,medium,3.112,0.0,17.5,0.0,23.5,False,customer_to_customer
1199,Customer_21,Customer_20,20,19,24,12,8.0,before_18,False,,17.5,medium,3.927,business_hours,True,8.25,17.75,medium,3.662,0.0,17.5,8.25,17.75,False,customer_to_customer
1200,Customer_21,Customer_22,20,21,24,65,8.0,before_18,False,,17.5,medium,3.927,business_hours,True,8.5,17.25,medium,3.604,0.0,17.5,8.5,17.25,False,customer_to_customer
1201,Customer_21,Customer_23,20,22,24,79,8.0,before_18,False,,17.5,medium,3.927,before_20,False,,20.25,large,7.501,0.0,17.5,0.0,20.25,False,customer_to_customer
1202,Customer_21,Customer_24,20,23,24,47,8.0,before_18,False,,17.5,medium,3.927,before_20,False,,20.25,medium,3.852,0.0,17.5,0.0,20.25,False,customer_to_customer
1203,Customer_21,Customer_25,20,24,24,34,8.0,before_18,False,,17.5,medium,3.927,before_18,False,,17.25,medium,4.457,0.0,17.5,0.0,17.25,False,customer_to_customer
1204,Customer_21,Customer_26,20,25,24,12,8.0,before_18,False,,17.5,medium,3.927,before_20,False,,20.0,large,5.753,0.0,17.5,0.0,20.0,False,customer_to_customer
1205,Customer_21,Customer_27,20,26,24,44,8.0,before_18,False,,17.5,medium,3.927,before_20,False,,20.75,large,6.914,0.0,17.5,0.0,20.75,False,customer_to_customer
1206,Customer_21,Customer_28,20,27,24,38,8.0,before_18,False,,17.5,medium,3.927,before_20,False,,20.75,medium,4.186,0.0,17.5,0.0,20.75,False,customer_to_customer
1207,Customer_21,Customer_29,20,28,24,20,8.0,before_18,False,,17.5,medium,3.927,business_hours,True,8.75,18.25,medium,4.375,0.0,17.5,8.75,18.25,False,customer_to_customer
1208,Customer_21,Customer_30,20,29,24,31,8.0,before_18,False,,17.5,medium,3.927,before_12,False,,13.0,medium,4.581,0.0,17.5,0.0,13.0,False,customer_to_customer
1209,Customer_21,Customer_31,20,30,24,40,8.0,before_18,False,,17.5,medium,3.927,before_20,False,,20.5,medium,3.168,0.0,17.5,0.0,20.5,False,customer_to_customer
1210,Customer_21,Customer_32,20,31,24,36,8.0,before_18,False,,17.5,medium,3.927,before_18,False,,17.25,small,1.462,0.0,17.5,0.0,17.25,False,customer_to_customer
1211,Customer_21,Customer_33,20,32,24,77,8.0,before_18,False,,17.5,medium,3.927,afternoon_or_evening,True,12.75,21.75,medium,2.203,0.0,17.5,12.75,21.75,False,customer_to_customer
1212,Customer_21,Customer_34,20,33,24,19,8.0,before_18,False,,17.5,medium,3.927,before_12,False,,11.5,small,1.372,0.0,17.5,0.0,11.5,False,customer_to_customer
1213,Customer_21,Customer_35,20,34,24,73,8.0,before_18,False,,17.5,medium,3.927,afternoon_or_evening,True,12.0,23.25,large,5.08,0.0,17.5,12.0,23.25,False,customer_to_customer
1214,Customer_21,Customer_36,20,35,24,68,8.0,before_18,False,,17.5,medium,3.927,all_day,False,,23.0,large,7.781,0.0,17.5,0.0,23.0,False,customer_to_customer
